Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications,Academic_Stream,Education_Level,Age_Group,Work_Experience_Years,Career_Break,Career_Break_Months,Preferred_Work_Mode,Location_Preference,Family_Support_Score,English_Proficiency,Entrepreneurship_Interest,Risk_Tolerance,Leadership_Readiness,Certifications_Interest,Work_Life_Balance_Priority,Salary_Expectation_Lakh,Industry_Preference,Public_Speaking_Confidence,Conflict_Resolution_Skills,Stress_Management_Skills,Adaptability_Score,Mentoring_Experience,Innovation_Interest,Customer_Focus,Data_Driven_Thinking,Continuous_Learning,Career_Goal_Clarity,Willing_To_Relocate,Prefer_Corporate,Domain_Expertise_Depth,Current_Role_Success,Success_Percentage
Law,Financial Advisor,3.2188148884977146,1,2,4,1,4,0,4,0,0,2,4,0,3,0,Arts,PhD,18-24,14,1,36,Remote,Tier2_City,2,4,0,3,3,5,1,20.19,Finance,2,2,4,4,3,1,4,5,5,2,0,1,4,5,67.39
Education,Clinical Psychologist,4.629070608125069,4,2,2,0,7,0,2,4,3,0,2,2,4,0,Arts,Masters,36-40,8,0,0,Remote,Tier1_City,1,2,2,3,3,1,3,20.12,Other,5,1,5,3,5,1,3,4,1,1,0,0,4,5,53.08
Education,Zoologist,3.2108345417031923,7,2,2,0,0,0,3,3,0,2,0,4,1,1,Arts,Bachelors,25-30,2,0,0,Hybrid,Tier1_City,2,2,3,4,3,4,3,33.21,Healthcare,5,3,1,5,2,5,5,5,4,4,1,1,5,2,52.06
Finance,AI Researcher,4.160508894332207,4,0,1,0,8,0,0,3,0,3,3,2,4,0,Commerce,Bachelors,31-35,4,0,0,Office,Tier1_City,2,5,2,5,0,1,5,41.08,Tech,1,5,4,1,4,3,1,5,4,3,0,0,4,3,45.0
Marketing,Doctor,2.78263452909875,7,0,4,0,3,0,0,1,0,3,2,1,4,1,Commerce,Masters,18-24,11,1,22,Remote,Any,1,3,5,3,5,4,3,15.92,Education,4,4,3,3,5,5,4,1,5,2,1,1,5,4,57.88
Music,Credit Analyst,3.361321176183155,4,0,2,0,7,0,4,2,0,0,3,3,3,0,Arts,Bachelors,25-30,12,0,0,Hybrid,Tier3_City,1,3,4,2,2,4,2,36.15,Healthcare,5,4,4,5,0,5,1,4,5,5,0,1,2,5,68.3
Psychology,Cybersecurity Analyst,4.612539904979766,5,1,1,1,6,0,4,3,0,2,2,1,2,0,Arts,Masters,18-24,7,1,17,Remote,Tier1_City,3,5,3,1,4,4,3,32.89,Education,1,5,2,4,4,0,3,4,1,2,0,1,2,2,54.43
Marketing,Risk Analyst,2.612885700774882,3,2,0,0,3,0,4,0,1,1,1,0,0,1,Commerce,High School,25-30,5,0,0,Flexible,Tier2_City,2,2,4,2,4,5,5,27.31,Manufacturing,3,4,1,4,2,2,2,5,2,1,0,1,3,2,34.44
Law,Chemist,2.6459573168335067,6,2,4,0,4,0,0,3,1,2,4,3,4,0,Arts,Bachelors,25-30,9,0,0,Flexible,Tier2_City,2,4,2,5,1,3,4,31.31,Education,3,5,3,4,3,1,1,2,3,4,0,0,4,3,57.16
Marketing,Mechanical Engineer,4.678433270273974,1,1,3,1,1,0,3,4,1,4,2,3,2,1,Commerce,Bachelors,36-40,9,1,53,Flexible,Tier2_City,4,3,2,1,0,4,4,3.85,Healthcare,4,1,4,5,5,0,4,4,3,3,1,1,5,2,64.12
Art,Investment Banker,3.030993299379612,8,2,0,1,2,1,0,0,1,2,0,1,0,1,Arts,Bachelors,31-35,8,1,39,Remote,Tier3_City,2,4,4,2,2,4,2,3.19,Healthcare,1,4,3,4,3,3,1,5,1,4,0,1,1,1,39.36
Chemistry,Physical Chemist,2.647121185957112,5,0,1,0,2,0,2,3,3,4,0,1,0,0,Science,Masters,25-30,13,0,0,Hybrid,Tier2_City,3,5,3,2,5,1,5,28.87,Finance,3,4,3,5,0,2,3,5,5,5,0,0,2,5,75.41
Computer Science,Biotechnologist,2.663018639808294,4,0,0,1,3,1,2,3,2,2,3,0,4,0,Science,Bachelors,25-30,12,0,0,Remote,Tier1_City,5,4,3,4,3,4,3,27.63,Other,5,5,1,5,0,1,4,1,5,1,0,1,4,3,57.74
Engineering,Organic Chemist,4.026511982713908,1,0,1,1,6,1,1,3,0,3,0,0,1,1,Science,Masters,25-30,2,1,14,Hybrid,Tier1_City,2,3,1,5,0,3,5,6.35,Education,1,1,3,4,3,1,2,4,2,1,1,0,4,1,35.36
Music,Investment Banker,3.5832725284864573,0,0,0,1,0,0,4,2,3,2,0,4,2,0,Arts,Bachelors,40+,11,0,0,Remote,Tier2_City,3,2,4,4,0,5,1,26.13,Manufacturing,4,1,1,2,1,5,3,4,4,1,1,0,3,5,56.72
Music,Nurse,4.6496267200193095,5,2,3,1,1,1,4,1,2,4,0,0,4,0,Arts,Bachelors,25-30,6,0,0,Office,Tier2_City,3,3,2,1,2,5,5,38.6,Finance,4,2,3,2,3,5,1,2,4,4,1,0,4,3,52.78
Architecture,Interior Designer,4.536929356989271,3,0,4,0,1,1,0,0,4,1,1,3,4,1,Interdisciplinary,Bachelors,25-30,12,0,0,Hybrid,Tier2_City,5,1,4,4,5,1,3,28.44,Finance,5,2,3,3,2,0,5,5,1,5,1,1,2,3,57.28
Music,Aerospace Engineer,4.226714821084505,1,2,2,0,7,1,2,2,1,0,0,4,2,1,Arts,Bachelors,18-24,5,0,0,Hybrid,Tier2_City,3,4,4,5,1,4,2,27.33,Manufacturing,3,1,4,5,4,0,1,4,1,2,0,0,3,4,41.08
Art,Physicist,2.5289707041987866,5,1,0,0,1,1,3,0,3,0,2,3,4,1,Arts,Bachelors,31-35,13,1,24,Office,Tier3_City,4,4,0,3,5,1,1,36.74,Finance,3,5,5,4,1,2,2,3,4,1,1,0,2,2,57.06
Biology,Civil Engineer,3.6638358283633377,9,0,3,0,5,0,0,2,0,1,4,0,1,0,Science,Bachelors,25-30,14,0,0,Hybrid,Tier2_City,5,4,1,3,1,5,5,11.08,Manufacturing,4,3,1,4,3,4,1,4,2,1,1,1,3,3,46.77
Medicine,Physician Assistant,3.7019755721097054,8,0,0,1,7,0,3,4,2,0,4,2,3,1,Science,Masters,18-24,4,1,22,Remote,Any,4,5,3,1,1,3,4,24.5,Tech,2,3,2,4,4,5,5,5,2,1,0,1,4,2,53.22
Marketing,Ecologist,3.9128542415485352,6,2,2,0,7,1,2,1,0,0,0,4,3,0,Commerce,Bachelors,36-40,3,0,0,Hybrid,Tier1_City,2,5,0,3,3,1,3,9.96,Finance,4,2,1,2,5,3,2,3,1,1,0,0,5,1,28.86
Architecture,Pharmacist,3.291653879989427,9,1,0,1,8,0,2,2,3,1,0,0,2,1,Interdisciplinary,Bachelors,31-35,4,0,0,Flexible,Any,2,3,1,4,3,3,2,27.62,Healthcare,4,4,3,1,0,0,2,2,3,5,0,0,1,2,44.55
Biology,Architect,4.098252883807871,9,1,1,0,1,0,2,2,2,2,0,1,0,0,Science,Masters,31-35,12,0,0,Hybrid,Tier1_City,3,2,0,1,2,2,3,30.82,Tech,1,3,5,5,5,0,1,3,3,3,1,0,3,4,57.42
Business,Paralegal,3.850362942313752,9,0,2,0,5,0,0,1,1,2,1,1,1,1,Commerce,Masters,18-24,3,1,20,Hybrid,Tier2_City,3,1,1,5,5,4,5,8.72,Finance,5,4,1,3,3,1,3,1,4,1,0,0,5,1,43.79
Art,Legal Secretary,4.59827167479828,0,2,1,1,6,0,4,2,2,4,0,1,1,1,Arts,Bachelors,25-30,2,1,24,Flexible,Tier2_City,5,2,1,1,1,3,2,6.55,Manufacturing,1,4,3,3,1,2,2,3,5,3,1,1,5,4,48.25
Art,Industrial-Organizational Psychologist,3.4383721427984497,6,2,0,0,2,0,0,4,2,1,0,2,3,0,Arts,Bachelors,36-40,6,1,52,Hybrid,Tier1_City,2,2,5,1,2,4,4,10.84,Tech,4,1,2,3,2,5,4,3,5,4,0,0,4,4,52.6
Business,Brand Manager,4.139970922416582,1,2,0,1,3,1,4,0,0,2,3,0,2,0,Commerce,Masters,36-40,5,0,0,Flexible,Any,1,1,4,2,1,3,1,30.56,Other,1,3,4,5,4,4,2,3,3,4,0,1,2,1,53.86
Law,Judge,3.831357806626199,4,0,4,1,0,1,1,1,0,0,4,3,4,0,Arts,Masters,25-30,3,1,31,Remote,Tier1_City,3,5,1,2,0,0,5,11.91,Tech,3,3,4,5,5,4,4,5,2,2,0,0,3,4,42.48
Chemistry,Animator,4.907336529679254,2,2,2,0,4,1,4,4,1,4,3,0,4,0,Science,Bachelors,18-24,8,1,49,Hybrid,Tier2_City,5,4,2,1,4,0,2,15.94,Healthcare,4,4,1,3,4,3,3,2,4,1,1,0,1,5,60.56
Art,Financial Controller,4.39051616797401,0,0,2,1,6,0,0,1,4,4,1,2,2,0,Arts,Bachelors,25-30,0,0,0,Remote,Tier3_City,3,5,2,3,4,0,1,36.02,Finance,3,4,1,3,3,3,5,3,1,4,1,1,5,2,39.95
Finance,Web Developer,2.659146588332308,0,0,1,0,6,1,0,0,1,4,1,1,0,1,Commerce,Masters,25-30,0,0,0,Hybrid,Tier1_City,5,4,2,2,1,3,2,14.67,Finance,3,1,2,4,2,0,4,1,5,5,1,0,4,1,43.75
Computer Science,Organic Chemist,4.343932907060603,4,1,3,1,5,1,0,3,4,3,1,0,1,1,Science,High School,31-35,8,0,0,Remote,Any,2,4,2,5,2,5,5,21.68,Manufacturing,5,5,4,1,2,2,4,4,3,5,1,0,2,4,49.6
Art,Marketing Manager,4.371014254681816,0,1,3,0,7,0,3,3,2,2,2,0,4,0,Arts,PhD,40+,6,0,0,Remote,Tier2_City,3,5,0,4,3,5,2,46.66,Tech,3,3,3,2,0,1,5,3,5,3,0,0,4,1,62.85
Psychology,School Counselor,3.5443169184489243,7,0,4,1,2,0,0,4,2,4,2,2,4,0,Arts,Bachelors,25-30,1,1,15,Remote,Any,3,2,3,2,5,4,4,41.77,Healthcare,1,3,1,5,3,3,2,4,2,5,0,1,5,4,52.37
Biology,Art Therapist,4.738473860713138,3,0,2,0,9,0,3,1,2,3,4,2,3,1,Science,Masters,18-24,10,0,0,Hybrid,Tier2_City,1,4,3,1,1,0,2,15.01,Manufacturing,1,1,5,1,5,4,4,4,2,1,1,0,4,2,54.79
Architecture,Biomedical Engineer,3.879179880714289,7,0,3,1,1,1,1,0,2,3,3,0,3,1,Interdisciplinary,Bachelors,36-40,9,0,0,Remote,Tier2_City,2,5,5,3,1,4,5,31.09,Other,2,1,4,3,4,0,4,4,5,4,0,1,1,3,57.95
Marketing,Education Administrator,3.2085744763584363,9,0,3,1,3,1,4,4,0,0,0,1,1,1,Commerce,Bachelors,18-24,4,0,0,Office,Tier1_City,5,2,1,4,5,3,2,34.29,Manufacturing,5,5,3,3,0,5,5,3,2,4,0,0,4,2,44.0
Education,Organic Chemist,3.706182456361223,2,0,0,0,1,1,2,3,4,2,4,2,4,1,Arts,Masters,40+,12,0,0,Remote,Tier3_City,1,1,3,2,3,4,1,45.31,Healthcare,2,4,4,3,4,0,2,5,1,4,1,0,5,4,70.59
Engineering,Conductor,2.7615686121867027,1,0,2,1,0,0,0,1,4,2,2,2,0,0,Science,Bachelors,31-35,3,1,6,Hybrid,Tier1_City,5,4,0,3,1,4,1,28.73,Finance,3,3,2,3,5,1,1,3,1,1,0,0,1,4,38.0
Physics,Biomedical Engineer,3.988097375670201,7,2,4,0,8,1,2,0,1,3,0,4,0,1,Science,Bachelors,36-40,0,0,0,Remote,Tier2_City,3,2,2,3,0,0,3,29.38,Healthcare,4,4,5,4,0,5,4,3,3,2,0,0,4,4,37.66
Business,Aerospace Engineer,3.901000154075901,6,0,1,1,7,1,3,3,3,1,1,2,1,0,Commerce,High School,18-24,11,0,0,Remote,Tier1_City,4,4,2,3,3,5,3,44.76,Finance,1,3,3,5,5,2,3,5,4,3,0,1,1,1,59.7
Education,Fluid Mechanics Engineer,3.188047761050929,7,1,0,1,5,1,0,0,2,0,4,2,2,1,Arts,High School,18-24,12,1,58,Flexible,Tier1_City,3,2,2,1,0,1,4,5.56,Education,4,1,3,3,3,4,5,2,2,5,0,1,3,1,50.97
Marketing,Industrial-Organizational Psychologist,3.5067527789209656,6,1,1,1,3,0,2,0,0,3,2,2,0,0,Commerce,Bachelors,25-30,8,1,26,Office,Tier1_City,2,1,3,5,4,2,1,32.52,Tech,2,1,1,3,5,5,4,5,4,3,1,1,1,1,56.32
Education,Architect,3.3150885965399413,6,0,4,1,6,1,2,0,4,1,2,1,0,1,Arts,Masters,25-30,14,0,0,Office,Any,5,4,3,3,5,3,3,22.58,Healthcare,2,1,2,5,0,5,2,3,5,3,1,0,1,3,67.93
Law,Landscape Architect,2.928025055134416,6,1,3,0,6,1,0,2,2,2,1,4,4,1,Arts,Bachelors,25-30,5,0,0,Hybrid,Tier2_City,1,5,4,4,3,3,2,45.76,Other,1,5,2,2,0,5,3,3,3,4,0,0,1,4,51.02
Music,Marketing Manager,3.775758677059466,5,0,4,0,2,0,2,2,2,3,1,2,4,1,Arts,Bachelors,40+,10,0,0,Remote,Tier2_City,3,2,4,2,3,3,4,48.15,Other,2,3,3,4,2,0,1,5,2,5,1,1,4,5,61.61
Education,Nurse,4.0722846133997885,7,2,4,0,4,1,4,3,0,3,3,0,0,1,Arts,Bachelors,36-40,12,1,22,Remote,Any,5,1,3,4,2,2,5,11.0,Manufacturing,4,1,4,4,5,5,3,1,1,3,1,1,4,1,53.88
Finance,Biochemist,2.942906753390888,1,2,3,1,7,0,4,1,4,4,2,0,2,0,Commerce,Masters,31-35,13,1,20,Hybrid,Tier3_City,1,4,5,1,2,1,3,16.23,Finance,2,5,3,1,2,0,4,5,5,4,1,0,2,1,69.59
Physics,Forensic Psychologist,4.395313342442768,0,0,1,1,1,1,0,2,2,2,4,4,0,1,Science,Masters,18-24,11,0,0,Office,Tier1_City,3,1,5,1,5,5,3,15.85,Tech,4,4,3,4,5,3,3,4,1,1,1,0,1,4,60.55
Psychology,Inorganic Chemist,4.206978136546663,3,2,1,1,5,0,2,0,0,3,1,3,4,1,Arts,Bachelors,31-35,5,0,0,Flexible,Tier2_City,4,1,5,4,3,4,1,7.73,Other,3,5,3,1,4,4,1,5,5,4,1,0,1,3,47.44
Finance,School Counselor,2.5965815086643222,1,2,2,1,7,0,2,4,4,4,4,1,0,0,Commerce,Bachelors,31-35,3,0,0,Remote,Any,4,4,2,5,4,5,4,25.7,Tech,5,5,3,2,2,1,2,1,1,4,0,0,3,5,54.85
Music,Architect,3.002749532880573,2,1,4,0,2,1,4,0,1,2,2,3,3,0,Arts,PhD,25-30,12,0,0,Hybrid,Tier1_City,3,4,3,1,1,3,1,27.11,Healthcare,1,2,3,5,3,0,1,4,1,1,0,0,5,1,56.89
Finance,Entrepreneur,3.1606988670984286,6,2,0,0,0,1,4,3,1,0,4,4,0,0,Commerce,Bachelors,36-40,1,0,0,Remote,Tier2_City,2,2,0,1,5,4,1,29.93,Manufacturing,2,4,3,3,3,5,1,3,3,5,1,0,4,2,56.25
Architecture,Construction Manager,2.741586351584756,1,1,1,1,3,1,2,1,3,4,0,1,1,1,Interdisciplinary,Masters,18-24,7,0,0,Office,Tier2_City,4,5,4,4,5,0,4,34.16,Other,1,2,4,1,0,4,5,2,3,5,0,1,2,5,56.59
Music,Special Education Teacher,4.608448529343256,8,1,4,1,0,1,3,1,3,2,0,1,0,0,Arts,Masters,25-30,14,0,0,Remote,Tier1_City,5,1,2,1,2,5,2,5.96,Healthcare,2,3,5,4,4,2,5,5,2,5,0,1,3,5,60.06
Art,Chemical Engineer,4.775797565674039,7,0,3,1,7,1,1,3,0,2,0,4,2,0,Arts,Masters,18-24,14,1,22,Hybrid,Any,2,4,4,5,4,0,3,32.26,Manufacturing,3,5,5,3,3,4,1,5,1,2,0,0,2,5,50.42
Finance,Urban Planner,3.3823460784659645,5,2,1,1,6,1,0,4,3,2,2,2,3,0,Commerce,Bachelors,31-35,7,0,0,Flexible,Tier1_City,2,1,5,5,5,0,1,45.95,Education,4,5,1,2,0,2,3,5,4,3,0,1,3,5,59.97
Business,Lawyer,4.429278099248131,3,2,3,0,6,1,0,4,1,1,3,3,4,1,Commerce,Masters,31-35,2,1,27,Office,Tier1_City,3,2,1,5,4,5,3,24.38,Healthcare,1,5,5,5,4,2,3,5,5,4,0,0,4,5,59.92
Architecture,Financial Controller,3.027092195815888,5,0,4,1,5,1,4,2,1,4,3,3,1,0,Interdisciplinary,Masters,25-30,6,0,0,Remote,Any,5,2,1,2,5,3,4,8.02,Finance,3,5,4,1,3,1,1,1,2,2,1,0,5,4,58.99
Art,Urban Planner,4.51063427033634,2,1,4,0,2,1,4,3,2,3,1,4,2,0,Arts,Masters,18-24,13,1,13,Remote,Tier3_City,5,2,1,5,2,2,2,7.04,Healthcare,3,2,3,4,1,0,3,4,3,3,0,0,1,5,65.96
Medicine,Zoologist,4.724336771076717,5,1,3,1,1,1,3,1,0,2,0,4,0,0,Science,Bachelors,18-24,6,0,0,Office,Tier1_City,1,5,5,5,1,3,5,16.24,Healthcare,5,3,2,3,0,2,2,1,5,4,0,0,4,5,54.93
Art,Urban Planner,3.236822046905392,8,0,0,0,0,1,0,1,0,1,3,3,4,0,Arts,Bachelors,18-24,13,0,0,Hybrid,Tier1_City,4,3,5,2,2,0,2,38.37,Other,3,2,4,3,3,1,3,2,5,5,1,1,3,2,58.1
Music,Data Scientist,4.0549298988073055,4,0,4,0,6,0,0,0,4,4,1,3,3,1,Arts,Bachelors,25-30,4,0,0,Office,Any,4,3,3,3,5,0,4,15.27,Education,5,5,2,3,1,4,3,1,3,1,0,1,4,3,48.2
Biology,Biologist,3.418061261920186,0,2,3,1,7,1,3,0,3,4,2,4,1,0,Science,Bachelors,18-24,14,0,0,Remote,Tier1_City,2,3,4,1,4,3,2,41.27,Other,3,3,1,5,5,0,1,5,2,2,1,0,2,3,61.19
Computer Science,Architectural Technologist,4.421195925059066,3,0,3,0,9,1,1,0,4,2,2,4,1,1,Science,Masters,25-30,4,1,29,Flexible,Tier2_City,2,5,0,5,0,2,5,41.52,Education,4,4,4,1,0,0,3,2,4,1,1,0,4,1,48.19
Law,Credit Analyst,4.58922608242699,1,0,4,0,6,1,0,3,1,2,3,3,1,1,Arts,Bachelors,36-40,14,0,0,Office,Tier1_City,3,5,4,1,2,2,1,24.48,Other,3,2,3,5,3,1,3,2,4,5,0,1,5,1,63.8
Business,Legal Secretary,4.825631453604554,7,2,2,1,8,1,0,2,2,3,4,1,3,1,Commerce,Bachelors,25-30,7,0,0,Flexible,Any,5,1,5,4,4,4,2,17.14,Healthcare,4,1,3,4,0,1,5,2,3,3,1,1,3,4,55.54
Art,Artist,3.505010870818607,7,0,3,1,0,0,4,4,0,1,1,4,3,0,Arts,Bachelors,31-35,3,0,0,Hybrid,Tier3_City,4,1,5,1,2,1,4,31.09,Manufacturing,2,4,4,1,2,3,5,3,5,1,0,1,4,5,44.8
Art,Pharmacist,4.429558771909584,1,2,2,0,4,1,1,3,1,4,2,2,4,0,Arts,Masters,18-24,0,1,32,Remote,Tier2_City,1,2,2,2,5,0,2,41.09,Education,3,4,4,2,5,5,3,1,3,1,0,0,3,3,46.4
Law,Teacher,2.7044107440159144,9,0,4,1,8,0,4,0,1,0,4,1,4,0,Arts,PhD,25-30,0,0,0,Remote,Tier3_City,4,5,3,1,4,2,5,6.03,Education,3,5,3,2,1,4,3,2,5,3,0,1,1,1,54.38
Engineering,Inorganic Chemist,2.639992563311224,9,1,1,0,5,1,3,3,1,0,1,1,0,1,Science,Bachelors,25-30,8,0,0,Flexible,Any,4,3,4,1,1,5,4,47.81,Manufacturing,2,5,2,5,4,3,1,4,1,2,1,0,5,3,44.29
Psychology,Curriculum Developer,4.0003294672906335,2,1,2,0,0,0,4,2,1,1,3,4,4,1,Arts,Bachelors,18-24,3,1,36,Remote,Any,4,3,3,1,4,0,2,33.36,Tech,5,4,4,5,4,3,2,2,5,2,0,1,3,3,56.28
Business,Paralegal,2.508902180959613,9,2,2,0,6,1,2,3,2,0,3,3,4,1,Commerce,Bachelors,18-24,0,0,0,Remote,Tier3_City,2,1,3,3,3,1,4,21.71,Education,4,2,3,5,0,0,5,4,1,4,1,0,1,3,42.01
Psychology,Manager,2.693864512864767,6,2,0,1,8,1,2,4,2,3,1,4,2,1,Arts,Masters,36-40,12,0,0,Remote,Tier3_City,5,2,0,3,0,5,5,26.78,Education,2,3,5,2,0,3,4,1,5,4,0,0,5,1,67.7
Medicine,Accountant,3.714024907234768,0,1,2,1,8,1,4,3,3,1,1,1,0,1,Science,Masters,36-40,1,0,0,Office,Tier1_City,5,2,2,4,5,0,1,21.12,Manufacturing,2,2,4,2,2,4,3,4,1,5,1,0,2,5,49.7
Art,Financial Analyst,2.9436002606745952,7,2,2,1,2,1,0,2,3,3,0,2,4,0,Arts,PhD,18-24,9,0,0,Flexible,Tier1_City,4,4,0,2,4,2,5,22.39,Manufacturing,1,2,1,1,1,1,4,1,2,3,0,1,3,1,59.3
Education,Principal,3.3146439665924614,2,1,1,1,7,1,4,4,2,0,4,1,0,1,Arts,Bachelors,25-30,6,0,0,Office,Tier3_City,5,5,5,1,5,4,1,30.99,Healthcare,2,4,1,1,0,0,1,1,4,3,0,1,3,3,58.2
Law,Chemist,3.659844719115152,3,1,2,0,1,1,3,2,1,4,4,2,0,0,Arts,PhD,40+,1,0,0,Hybrid,Tier3_City,3,3,0,1,2,3,3,5.83,Healthcare,5,2,4,5,4,5,4,5,1,4,0,0,5,5,57.33
Biology,Interior Designer,4.305308057792519,5,1,3,1,7,0,2,2,0,2,0,2,3,0,Science,Bachelors,18-24,0,1,45,Flexible,Any,2,3,3,1,2,5,5,11.24,Tech,5,3,3,3,1,0,2,5,5,2,1,1,1,3,38.22
Biology,Lawyer,4.313685348597207,9,2,0,0,7,1,2,3,2,3,2,2,4,1,Science,Masters,31-35,9,1,10,Remote,Tier1_City,2,1,3,1,4,3,1,13.67,Tech,5,4,2,1,1,3,2,3,1,2,0,1,2,3,56.42
Architecture,Conductor,3.436414801539104,9,0,0,0,4,1,0,2,3,3,3,4,2,1,Interdisciplinary,Bachelors,40+,13,1,12,Flexible,Tier2_City,5,1,0,3,3,2,3,22.15,Tech,4,2,4,2,2,4,1,5,5,4,1,0,3,2,67.47
Music,Legal Secretary,3.609834691944629,1,1,0,0,5,0,1,3,4,4,3,4,0,0,Arts,Masters,40+,8,0,0,Hybrid,Tier2_City,4,5,5,4,4,2,3,20.44,Finance,4,5,1,4,5,1,5,4,4,3,0,0,4,1,74.06
Law,Nurse,2.985700008624972,9,1,2,1,8,1,2,2,0,0,4,4,1,0,Arts,Bachelors,25-30,13,0,0,Hybrid,Tier3_City,4,1,1,5,1,5,3,36.94,Manufacturing,3,2,2,3,0,4,3,2,2,1,0,0,2,5,49.65
Law,Web Developer,2.717337693683864,2,2,0,0,9,0,2,0,4,3,0,4,4,0,Arts,Masters,18-24,4,1,27,Remote,Tier1_City,4,1,1,2,3,1,4,15.18,Education,2,4,5,2,1,2,4,1,1,1,0,0,4,4,42.93
Medicine,Financial Analyst,4.791213181873584,2,1,4,0,8,1,2,0,0,4,4,1,2,1,Science,Masters,18-24,13,0,0,Remote,Tier3_City,5,3,0,1,5,5,5,5.68,Manufacturing,5,4,2,3,2,4,1,5,5,5,1,1,5,3,70.47
Law,Counselor,3.0432876847712422,4,0,3,1,9,0,0,4,1,2,0,1,4,0,Arts,Bachelors,36-40,12,1,43,Hybrid,Tier1_City,4,5,3,4,4,0,5,5.61,Manufacturing,2,5,5,4,4,2,2,1,4,2,0,1,3,5,50.0
Business,Digital Marketing Specialist,2.557636952281628,4,2,2,0,8,1,3,2,3,1,3,2,1,0,Commerce,High School,36-40,3,0,0,Remote,Tier2_City,5,3,3,5,5,1,5,3.53,Tech,3,4,1,5,2,0,2,4,3,3,1,0,1,3,52.86
Chemistry,Investment Banker,2.6113803636476978,4,2,4,0,8,1,2,4,1,3,4,1,2,1,Science,Masters,31-35,3,1,26,Hybrid,Tier2_City,1,3,2,4,0,3,5,4.79,Manufacturing,3,1,5,3,2,4,1,5,3,2,1,1,3,2,47.99
Business,Graphic Designer,3.2538154380380324,6,0,4,1,2,1,3,3,2,0,0,0,4,0,Commerce,Bachelors,31-35,14,1,9,Remote,Tier2_City,5,1,3,3,3,0,4,43.36,Finance,5,4,2,4,5,4,1,5,1,1,1,0,4,2,44.28
Education,Astronomer,3.0322128144046485,8,2,4,1,7,0,1,3,2,2,4,2,1,0,Arts,Bachelors,31-35,13,0,0,Remote,Tier3_City,3,3,5,5,4,1,5,35.77,Other,2,2,1,4,2,4,1,2,4,3,0,0,2,5,64.03
Biology,Artist,4.064440721440304,5,1,4,1,5,0,2,1,1,1,1,4,1,1,Science,Bachelors,31-35,10,0,0,Flexible,Any,4,5,4,4,0,3,1,49.81,Education,3,3,2,3,0,3,4,2,1,4,0,1,5,4,51.79
Architecture,Construction Manager,4.939084811945073,1,1,2,0,9,0,0,4,2,0,3,0,4,1,Interdisciplinary,Masters,36-40,12,0,0,Flexible,Tier1_City,4,1,5,3,4,0,3,3.95,Other,1,2,4,3,2,0,2,5,5,1,0,0,1,1,60.2
Marketing,Social Media Manager,2.779918167717944,0,1,3,1,9,1,0,1,0,0,1,4,0,1,Commerce,High School,31-35,0,0,0,Flexible,Tier3_City,2,5,4,4,1,4,4,42.9,Tech,4,4,2,3,4,4,1,1,5,1,0,1,4,1,29.86
Architecture,Advertising Manager,4.513158354295588,0,0,0,1,0,0,0,2,2,3,2,0,1,1,Interdisciplinary,Bachelors,25-30,2,0,0,Office,Tier1_City,5,2,3,4,2,5,4,35.71,Healthcare,2,1,4,3,1,1,3,4,3,3,1,0,1,1,43.38
Physics,School Counselor,4.393560921857317,9,2,0,1,2,1,0,1,3,3,3,4,1,1,Science,High School,18-24,12,0,0,Office,Tier3_City,1,5,0,5,5,5,5,33.1,Other,5,2,4,5,3,0,1,4,5,2,0,1,2,2,63.16
Education,Zoologist,3.547220461272076,5,2,3,1,2,1,4,4,1,3,0,1,1,0,Arts,Bachelors,31-35,0,0,0,Office,Tier2_City,4,5,5,3,4,5,3,19.76,Education,3,3,5,2,5,4,1,2,5,1,0,0,5,4,41.7
Physics,Special Education Teacher,3.879646495206264,8,0,4,0,5,0,0,3,1,1,3,0,2,1,Science,Masters,25-30,4,0,0,Office,Tier2_City,2,4,5,1,3,4,1,20.71,Other,3,2,4,1,0,5,4,1,1,5,1,0,5,4,44.9
Education,Physical Chemist,4.962935548147182,8,2,4,1,2,0,3,3,0,4,3,1,3,0,Arts,PhD,25-30,4,0,0,Hybrid,Tier3_City,5,5,4,2,4,1,3,42.74,Healthcare,3,5,5,5,3,1,5,1,3,1,1,1,5,2,60.11
Psychology,Game Developer,3.2240391705880747,8,0,2,1,1,1,2,1,0,2,4,3,2,1,Arts,Masters,36-40,8,0,0,Remote,Tier2_City,2,3,3,5,4,2,2,36.53,Healthcare,4,1,4,3,5,5,2,3,2,2,0,0,3,1,54.53
Chemistry,Actuary,4.391186312060068,5,0,3,1,5,1,1,4,1,0,4,2,2,1,Science,Bachelors,31-35,12,0,0,Remote,Tier1_City,1,3,3,3,4,0,3,34.5,Manufacturing,2,4,1,4,5,3,1,3,5,4,0,0,4,4,66.46
Architecture,Clinical Psychologist,4.0455425788470105,2,1,0,1,2,1,2,2,0,4,4,4,3,1,Interdisciplinary,PhD,36-40,7,1,47,Office,Any,5,1,4,4,4,1,1,4.44,Education,3,2,5,5,2,1,4,3,3,1,0,1,1,4,62.94
